SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2023-2024,35,NEW MEXICO,NM,CHAPARRAL ELEMENTARY,DEMING,01,,NM-042,3500690,NM-042-028,350069000237,3500237,1400 EAST HOLLY,,,DEMING,NM,88030,,1400 EAST HOLLY,,,DEMING,NM,88030,,(575)546-2047,http://chaparral.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COLUMBUS ELEMENTARY,DEMING,01,,NM-042,3500690,NM-042-036,350069000238,3500238,PO BOX 210,,,COLUMBUS,NM,88029,,7450 ALTURA RD. SE,,,COLUMBUS,NM,88029,,(575)531-2710,http://columbus.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DEMING HIGH,DEMING,01,,NM-042,3500690,NM-042-044,350069000239,3500239,1300 S. IRON ST.,,,DEMING,NM,88030,,1300 S. IRON ST.,,,DEMING,NM,88030,,(575)546-2678,http://dhs.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DEMING INTERMEDIATE,DEMING,01,,NM-042,3500690,NM-042-025,350069000240,3500240,1750 PEAR ST. SW,,,DEMING,NM,88030,,1750 PEAR ST. SW,,,DEMING,NM,88030,,(575)546-6568,http://dms.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,06,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MEMORIAL ELEMENTARY,DEMING,01,,NM-042,3500690,NM-042-096,350069000242,3500242,1000 SOUTH 10TH ST,,,DEMING,NM,88030,,1000 SOUTH 10TH ST,,,DEMING,NM,88030,,(575)546-2502,http://memorial.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MY LITTLE SCHOOL,DEMING,01,,NM-042,3500690,NM-042-001,350069000758,3500758,905 SOUTH ZINC,,,DEMING,NM,88030,,905 SOUTH ZINC,,,DEMING,NM,88030,,(575)543-1014,http://mls.demingps.org,1,Open,1,Open,05/08/2024,Special Education School,2,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported
2023-2024,35,NEW MEXICO,NM,BATAAN ELEMENTARY,DEMING,01,,NM-042,3500690,NM-042-005,350069000941,3500941,2200 HWY 418 SW,,,DEMING,NM,88030,,2200 HWY 418 SW,,,DEMING,NM,88030,,(575)544-0900,http://bataan.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DEMING CESAR CHAVEZ,DEMING,01,,NM-042,3500690,NM-042-006,350069000963,3500963,PO BOX 1658,,,DEMING,NM,88030,,315 EAST 1ST ST,,,DEMING,NM,88030,,(575)544-8404,http://www.cesarchavezcharterhs.com/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,042,DEMING PUBLIC SCHOOLS,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,RED MOUNTAIN MIDDLE,DEMING,01,,NM-042,3500690,NM-042-007,350069001023,3501023,2100 HWY 418 SW,,,DEMING,NM,88030,,2100 HWY 418 SW,,,DEMING,NM,88030,,(575)546-0668,http://red.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,RUBEN S. TORRES ELEMENTARY,DEMING,01,,NM-042,3500690,NM-042-008,350069001035,3501035,1910 8TH ST. NW,,,DEMING,NM,88030,,1910 8TH ST NW,,,DEMING,NM,88030,,(575)544-2723,http://rst.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MIMBRES VALLEY HIGH SCHOOL,DEMING,01,,NM-042,3500690,NM-042-045,350069001140,3501140,720 BUCKEYE ST.,,,DEMING,NM,88030,,720 BUCKEYE ST.,,,DEMING,NM,88030,,(575)543-1049,http://dhs.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,EARLY COLLEGE HIGH SCHOOL,DEMING,01,,NM-042,3500690,NM-042-010,350069001144,3501144,2300 E. PINE ST.,,,DEMING,NM,88030,,2300 E. PINE ST.,,,DEMING,NM,88030,,(575)543-1049,http://echs.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DES MOINES ELEMENTARY,DES MOINES,01,,NM-085,3500720,NM-085-044,350072000245,3500245,500 DES MOINES AVENUE,,,DES MOINES,NM,88418,,500 DES MOINES AVENUE,,,DES MOINES,NM,88418,,(575)278-2611,http://www.desmoines.k12.nm.us/District/Portal/Elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DES MOINES HIGH,DES MOINES,01,,NM-085,3500720,NM-085-045,350072000246,3500246,500 DES MOINES AVENUE,,,DES MOINES,NM,88418,,500 DES MOINES AVENUE,,,DES MOINES,NM,88418,,(575)278-2611,http://www.desmoines.k12.nm.us/District/Portal/Highschool,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DEXTER ELEMENTARY,DEXTER,01,,NM-006,3500750,NM-006-043,350075000247,3500247,PO BOX 159,,,DEXTER,NM,88230,,400 WEST 1ST,,,DEXTER,NM,88230,,(575)734-5420,http://www.dexterdemons.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DEXTER HIGH,DEXTER,01,,NM-006,3500750,NM-006-045,350075000248,3500248,PO BOX 159,,,DEXTER,NM,88230,,100 NORTH LINCOLN,,,DEXTER,NM,88230,,(575)734-5420,http://www.dexterdemons.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DEXTER MIDDLE,DEXTER,01,,NM-006,3500750,NM-006-048,350075000249,3500249,PO BOX 159,,,DEXTER,NM,88230,,100 NORTH LINCOLN,,,DEXTER,NM,88230,,(575)734-5420,http://www.dexterdemons.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,DORA ELEMENTARY,DORA,01,,NM-060,3500790,NM-060-044,350079000250,3500250,100 SCHOOL ST,,,DORA,NM,88115,,100 SCHOOL ST,,,DORA,NM,88115,,(575)477-2216,http://www.doraschools.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DORA HIGH,DORA,01,,NM-060,3500790,NM-060-045,350079000251,3500251,100 SCHOOL ST,,,DORA,NM,88115,,100 SCHOOL ST,,,DORA,NM,88115,,(575)477-2216,http://www.doraschools.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DULCE ELEMENTARY,DULCE,01,,NM-054,3500810,NM-054-044,350081000252,3500252,MUNDO DR,,,DULCE,NM,87528,,MUNDO DR,,,DULCE,NM,87528,,(575)759-3353,http://www.dulceschools.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DULCE HIGH,DULCE,01,,NM-054,3500810,NM-054-045,350081000253,3500253,113 HAWK DR,,,DULCE,NM,87528,,113 HAWK DR,,,DULCE,NM,87528,,(575)759-3353,http://www.dulceschools.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DULCE MIDDLE,DULCE,01,,NM-054,3500810,NM-054-050,350081000716,3500716,113 HAWKS DR,,,DULCE,NM,87528,,113 HAWKS DR,,,DULCE,NM,87528,,(575)759-3225,http://www.dulceschools.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ELIDA ELEMENTARY,ELIDA,01,,NM-058,3500840,NM-058-047,350084000255,3500255,103 N CHURCH STREET,,,ELIDA,NM,88116,,103 NORTH CHURCH,,,ELIDA,NM,88116,,(575)274-6211,http://www.elidaschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ELIDA HIGH,ELIDA,01,,NM-058,3500840,NM-058-048,350084000256,3500256,103 N CHURCH STREET,,,ELIDA,NM,88116,,101 NORTH CHURCH,,,ELIDA,NM,88116,,(575)274-6211,http://www.elidaschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ABIQUIU ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-005,350090000259,3500259,PO BOX 727,,,ABIQUIU,NM,87510,,HWY 84/285 213412,,,ABIQUIU,NM,87510,,(505)685-4457,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ALCALDE ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-015,350090000260,3500260,405 HUNTER ST,,,ESPANOLA,NM,87532,,STATE RD 68 COUNTY RD 138A,,,ESPANOLA,NM,87511,,(505)852-4253,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CHIMAYO ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-039,350090000264,3500264,405 HUNTER ST,,,ESPANOLA,NM,87532,,STATE RD 76 COUNTY RD 93 BUILDING 31,,,CHIMAYO,NM,87522,,(505)351-4207,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DIXON ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-042,350090000265,3500265,405 HUNTER ST,,,ESPANOLA,NM,87532,,220 NEW MEXICO HIGHWAY 75,,,DIXON,NM,87527,,(505)579-4325,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,JAMES RODRIGUEZ ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-048,350090000266,3500266,405 HUNTER ST,,,ESPANOLA,NM,87532,,420 NORTH CORONADO AVE,,,ESPANOLA,NM,87532,,(505)753-2256,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,01,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ESPANOLA VALLEY HIGH,ESPANOLA,01,,NM-055,3500900,NM-055-050,350090000268,3500268,405 HUNTER ST,,,ESPANOLA,NM,87532,,1111 EL LLANO RD,,,ESPANOLA,NM,87532,,(505)753-7357,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,EUTIMIO SALAZAR ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-053,350090000270,3500270,405 HUNTER ST,,,ESPANOLA,NM,87532,,1000 ZUNI LN,,,ESPANOLA,NM,87532,,(505)753-2391,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,HERNANDEZ ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-059,350090000271,3500271,405 HUNTER ST,,,ESPANOLA,NM,87532,,STATE ROAD 84/285 #1934B,,,ESPANOLA,NM,87532,,(505)753-4008,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SAN JUAN ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-144,350090000275,3500275,405 HUNTER ST,,,ESPANOLA,NM,87532,,411 STATE RD 74,,,OHKAY OWINGEH,NM,87566,,(505)852-4225,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,TONY QUINTANA ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-145,350090000276,3500276,405 HUNTER ST,,,ESPANOLA,NM,87532,,18670 US 84/285,,,ESPANOLA,NM,87532,,(505)753-3213,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,VELARDE ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-169,350090000277,3500277,405 HUNTER ST,,,ESPANOLA,NM,87532,,STATE ROAD 68 COUNTY ROAD 51 #14,,,VELARDE,NM,87582,,(505)852-4331,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOS NINOS ELEMENTARY,ESPANOLA,01,,NM-055,3500900,NM-055-142,350090000685,3500685,405 HUNTER ST,,,ESPANOLA,NM,87532,,323 NORTH CORONADO AVE,,,ESPANOLA,NM,87532,,(505)753-6819,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CARLOS F. VIGIL MIDDLE,ESPANOLA,01,,NM-055,3500900,NM-055-019,350090000814,3500814,405 HUNTER ST,,,ESPANOLA,NM,87532,,1260 INDUSTRIAL PARK RD,,,ESPANOLA,NM,87532,,(505)753-1348,http://www.k12espanola.org/schools,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LOWER ELEMENTARY,ESTANCIA,01,,NM-080,3500930,NM-080-169,350093000278,3500278,119 N 7TH,,,ESTANCIA,NM,87016,,624 8TH ST,,,ESTANCIA,NM,87016,,(505)384-2001,http://www.estancia.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,01,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ESTANCIA HIGH,ESTANCIA,01,,NM-080,3500930,NM-080-050,350093000279,3500279,709 W HOPEWELL,,,ESTANCIA,NM,87016,,9TH AND JOSEPH AVE,,,ESTANCIA,NM,87016,,(505)384-2001,http://www.estancia.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ESTANCIA MIDDLE,ESTANCIA,01,,NM-080,3500930,NM-080-172,350093000717,3500717,807 W HOPEWELL,,,ESTANCIA,NM,87016,,807 W. HOPEWELL,,,ESTANCIA,NM,87016,,(505)384-2003,http://www.estancia.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,UPPER ELEMENTARY,ESTANCIA,01,,NM-080,3500930,NM-080-001,350093000791,3500791,300 N 7TH,,,ESTANCIA,NM,87016,,624 8TH ST,,,ESTANCIA,NM,87016,,(505)384-2001,http://www.estancia.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,02,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,EUNICE HIGH,EUNICE,01,,NM-032,3500960,NM-032-050,350096000622,3500622,PO BOX 129,,,EUNICE,NM,88231,,1101 19TH STREET,,,EUNICE,NM,88231,,(575)394-2332,http://www.eunice.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CATON MIDDLE,EUNICE,01,,NM-032,3500960,NM-032-049,350096000623,3500623,PO BOX 129,,,EUNICE,NM,88231,,1109 16TH STREET,,,EUNICE,NM,88231,,(575)394-3338,http://www.eunice.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,METTIE JORDAN ELEMENTARY,EUNICE,01,,NM-032,3500960,NM-032-048,350096000624,3500624,PO BOX 129,,,EUNICE,NM,88231,,1715  AVENUE M,,,EUNICE,NM,88231,,(575)394-2440,http://www.eunice.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ANIMAS ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-015,350099000280,3500280,1612 HUTTON AVE,,,FARMINGTON,NM,87401,,1612 HUTTON AVE,,,FARMINGTON,NM,87401,,(505)599-8601,http://animas.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,APACHE ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-017,350099000281,3500281,700 WEST APACHE,,,FARMINGTON,NM,87401,,700 WEST APACHE,,,FARMINGTON,NM,87401,,(505)599-8602,http://apache.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BLUFFVIEW ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-019,350099000282,3500282,1204 CAMINO REAL,,,FARMINGTON,NM,87401,,1204 CAMINO REAL,,,FARMINGTON,NM,87401,,(505)599-8603,http://bluffview.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COUNTRY CLUB ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-037,350099000283,3500283,5300 FOOTHILLS DRIVE,,,FARMINGTON,NM,87401,,5300 FOOTHILLS DR,,,FARMINGTON,NM,87401,,(505)599-8604,http://countryclub.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,FARMINGTON HIGH,FARMINGTON,01,,NM-065,3500990,NM-065-053,350099000284,3500284,2200 SUNSET AVENUE,,,FARMINGTON,NM,87401,,2200 SUNSET AVE,,,FARMINGTON,NM,87401,,(505)324-0352,http://fhs.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,HEIGHTS MIDDLE SCHOOL,FARMINGTON,01,,NM-065,3500990,NM-065-059,350099000285,3500285,3700 COLLEGE BLVD,,,FARMINGTON,NM,87401,,3700 COLLEGE BLVD,,,FARMINGTON,NM,87401,,(505)599-8611,http://heights.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,HERMOSA MIDDLE SCHOOL,FARMINGTON,01,,NM-065,3500990,NM-065-058,350099000286,3500286,1500 E 25TH,,,FARMINGTON,NM,87401,,1500 EAST 25TH,,,FARMINGTON,NM,87401,,(505)599-8612,http://hermosa.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LADERA DEL NORTE ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-073,350099000287,3500287,308 EAST 35TH STREET,,,FARMINGTON,NM,87401,,308 EAST 35TH ST,,,FARMINGTON,NM,87401,,(505)599-8605,http://ladera.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MCCORMICK ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-095,350099000288,3500288,701 MC CORMICK ROAD,,,FARMINGTON,NM,87401,,701 MC CORMICK RD,,,FARMINGTON,NM,87401,,(505)599-8606,http://mccormick.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MCKINLEY ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-100,350099000289,3500289,1201 N. BUTLER AVE.,,,FARMINGTON,NM,87401,,1201 NORTH BUTLER AVE,,,FARMINGTON,NM,87401,,(505)599-8607,http://mckinley.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MESA VERDE ELEMENTARY,FARMINGTON,01,,NM-065,3500990,NM-065-106,350099000290,3500290,3801 COLLEGE BLVD.,,,FARMINGTON,NM,87401,,3801 COLLEGE BLVD,,,FARMINGTON,NM,87401,,(505)599-8608,http://mesaverde.fms.k12.nm.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
